iter	Logloss
255	0.5636044241
256	0.5635869434
257	0.5635672524
258	0.5635175392
259	0.5634825561
260	0.5634473678
261	0.5634253892
262	0.563364683
263	0.5633356553
264	0.5633159992
265	0.5632550165
266	0.563208889
267	0.5631839981
268	0.5631343811
269	0.5631043107
270	0.5630680099
271	0.5630001306
272	0.5629674009
273	0.5629320261
274	0.5628887
275	0.5628550083
276	0.5628117359
277	0.5627825526
278	0.5627406602
279	0.5626939576
280	0.5626418368
281	0.5626111592
282	0.5625494339
283	0.5625104227
284	0.5624489455
285	0.5624296688
286	0.5624100388
287	0.56235979
288	0.562301634
289	0.5622743617
290	0.5622488391
291	0.5622240581
292	0.5621896319
293	0.5621707021
294	0.562145445
295	0.5621150493
296	0.5620783749
297	0.5620459837
298	0.5620071324
299	0.5619868185
300	0.5619385725
301	0.561913242
302	0.561853729
303	0.5618096621
304	0.5617708298
305	0.561751559
306	0.5617217276
307	0.5616878274
308	0.5616501236
309	0.561623916
310	0.5615963114
311	0.5615644652
312	0.5615295245
313	0.5615003812
314	0.5614677808
315	0.5614348631
316	0.5614006045
317	0.5613697389
318	0.561294165
319	0.5612675032
320	0.561245936
321	0.5612115295
322	0.5611654817
323	0.5611463614
324	0.5610703623
325	0.5610413253
326	0.5610203523
327	0.5609978655
328	0.5609562927
329	0.560922209
330	0.5608906866
331	0.5608637159
332	0.560829244
333	0.5607719532
334	0.5607178719
335	0.5606694845
336	0.5606463339
337	0.5606075972
338	0.5605698358
339	0.5605330277
340	0.5605062082
341	0.5604611276
342	0.5604361766
343	0.5604070301
344	0.5603811546
345	0.5603555695
346	0.5603216715
347	0.5603014711
348	0.5602704646
349	0.560231925
350	0.5602085255
351	0.5601841729
352	0.5601394861
353	0.5601056835
354	0.5600686747
355	0.560047249
356	0.5600070248
357	0.5599607912
358	0.5599127958
359	0.5598689379
360	0.5598307694
361	0.5597982049
362	0.5597761348
363	0.5597134021
364	0.5596775505
365	0.5596383849
366	0.5595706876
367	0.5595392492
368	0.5595092752
369	0.5594810016
370	0.5594235237
371	0.5594001409
372	0.5593475575
373	0.5593211052
374	0.5592875334
375	0.5592569509
376	0.5592336097
377	0.5591716011
378	0.5591503313
379	0.5591288267
380	0.5590988624
381	0.5590879351
382	0.5590565752
383	0.5590340334
384	0.5590174338
385	0.5589845302
386	0.5589687441
387	0.5589061775
388	0.5588813862
389	0.5588587795
390	0.5588249478
391	0.5587748699
392	0.5587394974
393	0.5587009201
394	0.5586667961
395	0.5586243334
396	0.5585897244
397	0.5585586067
398	0.5585354024
399	0.5584970023
400	0.5584622963
401	0.5584322751
402	0.5584024362
403	0.5583757295
404	0.5583428553
405	0.5583095712
406	0.5582897131
407	0.5582603666
408	0.5582443982
409	0.5581908874
410	0.5581742007
411	0.5581605081
412	0.5581181494
413	0.5581039057
414	0.5580819434
415	0.5580527947
416	0.5580358481
417	0.5579852952
418	0.5579477846
419	0.5579323924
420	0.5578945818
421	0.5578473326
422	0.5578335244
423	0.5577662866
424	0.5577602174
425	0.5577302598
426	0.5577055645
427	0.5576574142
428	0.5576082023
429	0.5575842105
430	0.5575472739
431	0.557529298
432	0.5575127293
433	0.5574472519
434	0.5574330618
435	0.5574085681
436	0.5573920464
437	0.5573758189
438	0.5573522191
439	0.5573157769
440	0.5572936452
441	0.5572583266
442	0.5572203883
443	0.5572004667
444	0.5571558742
445	0.5571388784
446	0.5571165654
447	0.5571007732
448	0.5570544255
449	0.557019472
450	0.5569862835
451	0.5569408738
452	0.5568804708
453	0.5568437967
454	0.5568262352
455	0.5568134423
456	0.5567795437
457	0.5567384691
458	0.5567036846
459	0.5566746534
460	0.5566458084
461	0.5566362462
462	0.5566014272
463	0.5565591623
464	0.5565214403
465	0.5564806489
466	0.5564600465
467	0.556426525
468	0.5563805545
469	0.5563558365
470	0.5563119562
471	0.5562929532
472	0.5562673723
473	0.556255598
474	0.5562357681
475	0.5562072109
476	0.5561797069
477	0.5561532064
478	0.5561151646
479	0.5560716562
480	0.5560520366
481	0.5560304208
482	0.5559876231
483	0.5559704504
484	0.5559473143
485	0.5558964855
486	0.5558734845
487	0.5558150896
488	0.5557876382
489	0.5557725349
490	0.5557526544
491	0.5557176545
492	0.5556811783
493	0.5556684358
494	0.5556273851
495	0.5555830108
496	0.5555045676
497	0.5554817099
498	0.5554531503
499	0.5554356329
500	0.5553725787
501	0.5553589778
502	0.5553327202
503	0.5553105062
504	0.5552923436
505	0.5552833964
506	0.5552482904
507	0.5552251404
508	0.5551624485
509	0.5551375472
510	0.5551221168
511	0.555102575
512	0.5550839192
513	0.5550624044
514	0.5550481412
515	0.5550274497
516	0.5549939761
517	0.5549613302
518	0.5549281449
519	0.5548960306
520	0.5548822359
521	0.5548619925
522	0.5548208009
523	0.5547797258
524	0.5547256834
525	0.554714757
526	0.554686921
527	0.5546389776
528	0.5546155624
529	0.5545864216
530	0.554553065
531	0.554532958
532	0.5545143252
533	0.5544903641
534	0.554462763
535	0.5544304465
536	0.5544149765
537	0.5543623495
538	0.554345797
539	0.5543337772
540	0.5543237613
541	0.5542835684
542	0.5542428896
543	0.5542063703
544	0.5541706797
545	0.5541540291
546	0.5541216018
547	0.5540982484
548	0.5540889363
549	0.5540665935
550	0.5540294442
551	0.5539994894
552	0.5539533057
553	0.5539221592
554	0.5539050383
555	0.5538740231
556	0.5538516909
557	0.5538350261
558	0.5538083424
559	0.5538013057
560	0.5537794142
561	0.5537638529
562	0.5537494777
563	0.5537180864
564	0.5536843753
565	0.5536502285
566	0.5536306676
567	0.5536173601
568	0.5535835264
569	0.5535572336
570	0.5535040797
571	0.5534616152
572	0.5534307938
573	0.553418034
574	0.5534049716
575	0.5533847403
576	0.5533597683
577	0.5533347695
578	0.5533075745
579	0.5532542408
580	0.5532152457
581	0.5531439232
582	0.5531322264
583	0.5531092609
584	0.5530849558
585	0.5530650172
586	0.5530180755
587	0.5529911826
588	0.5529706481
589	0.5529445445
590	0.5529295181
591	0.5529136941
592	0.5528957821
593	0.5528645391
594	0.5528353424
595	0.5528045456
596	0.5527941521
597	0.5527776522
598	0.552723374
599	0.5527000023
600	0.5526920442
601	0.5526711113
602	0.5526493548
603	0.5526343087
604	0.5526136731
605	0.5525863287
606	0.5525699165
607	0.5525446468
608	0.5525330736
609	0.5524815136
610	0.552464965
611	0.5524247864
612	0.5524026832
613	0.5523841946
614	0.5523494295
615	0.552323374
616	0.5523092425
617	0.5522753069
618	0.5522376924
619	0.5521964699
620	0.552179373
621	0.5521479128
622	0.5521116263
623	0.5520904601
624	0.5520668374
625	0.5520321797
626	0.551988675
627	0.5519734016
628	0.5519457784
629	0.5519139715
630	0.5518916983
631	0.5518765371
632	0.5518307097
633	0.5517871179
634	0.551763161
635	0.5517160582
636	0.5516806729
637	0.5516521342
638	0.5516274215
639	0.5516017417
640	0.5515895727
641	0.5515703432
642	0.5515364256
643	0.5515130626
644	0.5514887332
645	0.5514648396
646	0.5514436811
647	0.5514052386
648	0.5513916953
649	0.5513537816
650	0.551345122
651	0.5513187984
652	0.5512817047
653	0.5512718816
654	0.5512178342
655	0.5512075515
656	0.5511933696
657	0.5511810458
658	0.5511439131
659	0.5511218361
660	0.5510980337
661	0.5510740858
662	0.5510396108
663	0.5510127069
664	0.5510007877
665	0.5509893748
666	0.5509782694
667	0.5509669836
668	0.5509482584
669	0.5509122178
670	0.550888304
671	0.5508644409
672	0.5508439
673	0.5508069816
674	0.5507906053
675	0.5507783453
676	0.5507460103
677	0.550730291
678	0.5507100422
679	0.5506959084
680	0.5506755837
681	0.5506597991
682	0.5506439716
683	0.550620777
684	0.5505893687
685	0.5505549971
686	0.5505363696
687	0.5505283163
688	0.5504800668
689	0.5504723345
690	0.5504362443
691	0.5504265689
692	0.5504189509
693	0.5504026539
694	0.5503881268
695	0.5503472512
696	0.5503237535
697	0.5502782128
698	0.5502606437
699	0.5502542698
700	0.5502356899
701	0.5502219457
702	0.5501749015
703	0.5501475019
704	0.5501371049
705	0.5501116479
706	0.5500852981
707	0.5500437539
708	0.5500065279
709	0.549982548
710	0.5499686124
711	0.5499523441
712	0.5499441301
713	0.5499198532
714	0.5499081364
715	0.5498893257
716	0.5498549231
717	0.5498150995
718	0.5497947284
719	0.5497515788
720	0.5497230934
721	0.5496916194
722	0.5496757972
723	0.5496599236
724	0.549639166
725	0.5496062322
726	0.5495739706
727	0.5495522509
728	0.5495304188
729	0.5495031792
730	0.5494864026
731	0.5494790073
732	0.5494631605
733	0.5494247086
734	0.5493726361
735	0.5492979291
736	0.5492728698
737	0.5492437021
738	0.549225473
739	0.549192687
740	0.5491762262
741	0.5491555615
742	0.5491415133
743	0.5491185829
744	0.549107518
745	0.549070566
746	0.5490536631
747	0.5490315486
748	0.5490116043
749	0.5489826324
750	0.548960105
751	0.5489369674
752	0.5489066305
753	0.5488859108
754	0.548864887
755	0.5488358597
756	0.5488251143
757	0.5487776173
758	0.5487494022
759	0.5487359081
760	0.5487127113
761	0.5486838149
762	0.5486403901
763	0.5486271087
764	0.5486030273
765	0.5485751828
766	0.5485581638
767	0.5485389929
768	0.5485322236
769	0.5485227135
770	0.5484941671
771	0.5484852907
772	0.5484649596
773	0.5484510833
774	0.5484379688
775	0.5484200796
776	0.5483981591
777	0.5483865414
778	0.5483478861
779	0.5483179794
780	0.5483013844
781	0.5482760999
782	0.5482689228
783	0.5482531589
784	0.5482369533
785	0.5482092331
786	0.5481888717
787	0.5481542082
788	0.5481339514
789	0.5481077072
790	0.5480733483
791	0.548067916
792	0.5480583927
793	0.548026188
794	0.5480082815
795	0.5479926554
796	0.5479710485
797	0.5479241588
798	0.5479082298
799	0.5478668198
800	0.5478164038
801	0.5477915729
802	0.5477630518
803	0.5477430695
804	0.5477076363
805	0.5476996518
806	0.5476864314
807	0.5476690414
808	0.5476483872
809	0.547635817
810	0.5476163468
811	0.5475972779
812	0.5475863092
813	0.5475615946
814	0.5475322856
815	0.5475244025
816	0.5474882915
817	0.5474559058
818	0.5474444708
819	0.5474280795
820	0.5474203221
821	0.5474089544
822	0.5473832709
823	0.5473541228
824	0.5473224769
825	0.5472917446
826	0.5472750559
827	0.547241025
828	0.5472157073
829	0.5471987333
830	0.5471541014
831	0.5471373207
832	0.5470957784
833	0.5470741139
834	0.5470690261
835	0.5470385083
836	0.5470179047
837	0.5469962776
838	0.5469725613
839	0.5469352187
840	0.5469153839
841	0.5469030984
842	0.546884401
843	0.546841611
844	0.546824542
845	0.5468036625
846	0.5467779544
847	0.5467490579
848	0.5467307854
849	0.5467062218
850	0.5466894024
851	0.5466364685
852	0.5466201897
853	0.5465869884
854	0.5465701409
855	0.5465395665
856	0.5465184414
857	0.5465097558
858	0.5464606808
859	0.5464339746
860	0.5464156134
861	0.5463933904
862	0.5463542085
863	0.5463255842
864	0.546303429
865	0.5462858489
866	0.5462597588
867	0.5462362418
868	0.5461991002
869	0.5461732115
870	0.5461552918
871	0.546143467
872	0.5461293397
873	0.5461206292
874	0.5461117832
875	0.5460851479
876	0.5460580365
877	0.5460161158
878	0.5459876287
879	0.545951453
880	0.5459357226
881	0.545934117
882	0.5458878316
883	0.5458609935
884	0.5458454373
885	0.5458258134
886	0.5458168599
887	0.5458068701
888	0.5457968586
889	0.545780012
890	0.5457614687
891	0.5457546268
892	0.5457379639
893	0.5457176304
894	0.545702353
895	0.5456851209
896	0.5456686612
897	0.5456491117
898	0.5456132353
899	0.5455840163
900	0.5455362395
901	0.5454949549
902	0.5454689569
903	0.5454617294
904	0.5454501953
905	0.5454225415
906	0.5453712121
907	0.5453511827
908	0.5453361242
909	0.5453181093
910	0.5452991121
911	0.5452896484
912	0.5452628051
913	0.5452581937
914	0.5452274056
915	0.545203693
916	0.5451619252
917	0.5451282238
918	0.5451068661
919	0.5450837706
920	0.5450600025
921	0.5450465008
922	0.5450198029
923	0.5450078081
924	0.5449599712
925	0.544935099
926	0.544918339
927	0.5449025599
928	0.544873872
929	0.5448572151
930	0.5448481561
931	0.5448104345
932	0.5448043136
933	0.5447878435
934	0.5447803735
935	0.5447592025
936	0.5447397913
937	0.5447272208
938	0.5447171377
939	0.5446627519
940	0.5446304805
941	0.544607534
942	0.544602184
943	0.5445845854
944	0.5445603411
945	0.5445523264
946	0.5445184384
947	0.5444893087
948	0.5444647591
949	0.5444595925
950	0.5444466003
951	0.5444179784
952	0.5443973662
953	0.5443722754
954	0.5443551945
955	0.5443455069
956	0.5443263461
957	0.5443222023
958	0.5443054266
959	0.5442859784
960	0.5442576183
961	0.5442496471
962	0.5442215992
963	0.5442046822
964	0.5441700742
965	0.5441490402
966	0.5441327377
967	0.5441256189
968	0.5441086212
969	0.544092721
970	0.5440756157
971	0.5440617528
972	0.5440380923
973	0.5440091947
974	0.5439883591
975	0.5439754993
976	0.5439609457
977	0.5439447113
978	0.5439269971
979	0.5439192187
980	0.5439067297
981	0.5438826987
982	0.5438593484
983	0.543836804
984	0.5438202001
985	0.5437978456
986	0.5437801933
987	0.5437552861
988	0.543746917
989	0.5437338954
990	0.5436952909
991	0.5436847041
992	0.5436571879
993	0.5436458969
994	0.5436300765
995	0.5436153631
996	0.543598828
997	0.5435842141
998	0.5435678411
999	0.5435574511
